MaxBW,SumBW
3,9
706.7679999999999,15941.517999999998
1494.738,39033.507999999994
1858.5333333333335,3907.1600000000003
739.0127272727273,22848.379090909097
1799.6025,33958.4925
919.1424999999999,14819.531250000002
4005.3999999999996,64696.56999999999
752.565,24529.636999999988
2636.3333333333335,68572.2066666667
697.1945454545455,18672.669090909094
3702.0199999999995,125136.81500000003
6918.98,116631.49999999997
1231.4966666666667,10832.873333333333
1323.2566666666667,32769.990000000005
688.2372727272727,13033.667272727267
582.8930769230768,13404.872307692303
367.89923076923077,474.26538461538456
633.4291666666667,16022.64666666667
849.735,22886.91875
899.8444444444444,23010.343333333338
1838.3075000000001,15686.734999999999
789.246,10862.250999999998
550.2584615384615,8983.48615384615
952.1471428571429,5131.854285714286
757.7610000000001,18388.76999999999
926.1899999999999,21819.66250000001
1015.17,1290.1100000000001
520.8113333333333,9808.250666666665
514.3439999999999,7308.917999999999
725.8430000000001,17951.657000000007
4054.39,116403.93
726.2788888888888,11004.767777777774
656.26,5144.218181818182
1007.2271428571429,9806.718571428572
92.80600000000001,116.36800000000002
542.0199999999999,11119.483846153842
626.9608333333334,20221.347500000007
865.4137499999999,8783.221250000002
942.8425,24507.05375
7085.919999999999,196093.6300000001
1110.74,17383.457142857143
577.9499999999999,7252.379999999999
644.4636363636364,13316.490909090908
940.57375,18052.290000000005
1863.0674999999999,24625.62749999999
850.2277777777778,8088.271111111111
2539.06,30297.61666666666
996.3157142857143,20246.762857142858
1655.5475,24073.6975
522.3221428571428,5327.068571428575
977.48,1436.5120000000002
743.6755555555557,4835.467777777778
738.3770000000001,18258.257999999994
1978.4699999999998,37439.405
514.3408333333333,542.8125
572.9271428571428,17430.48642857143
748.4929999999999,9119.478999999998
490.4213333333333,7463.208666666665
649.3670000000001,13558.899
3383.8999999999996,8820.385
