MaxBW,SumBW
7171.69,50959.08999999999
1408.23,28733.891666666666
731.366,13413.389
855.23375,8609.153749999998
1050.9157142857143,32624.510000000002
424.885,717.2740000000001
492.0026666666667,5045.596666666668
3045.5099999999998,3045.5099999999998
824.2733333333333,12643.652222222221
1208.2183333333332,25886.21833333334
1784.6425000000002,51783.44000000003
627.8016666666667,18390.589166666665
784.156,3589.4150000000004
774.4639999999999,17554.371999999996
648.1083333333333,17637.35916666667
1282.305,12979.648333333333
518.4866666666666,13878.776000000002
7775.179999999999,56042.01000000001
924.50875,19754.243750000005
447.9775,2527.338333333333
1531.064,33003.718
799.5777777777778,22587.37666666667
585.4033333333333,7035.156666666668
189.26066666666665,340.98466666666667
1129.402857142857,18991.365714285716
894.3166666666666,19781.37666666666
625.6175000000001,3898.4650000000006
656.0966666666667,18379.54
70.38,171.36
1555.036,31063.364000000005
1256.31,32452.026666666672
1343.9700000000003,21507.50333333333
634.1008333333334,16163.045
468.42357142857145,1598.4878571428571
793.53,11092.001000000002
576.2953846153845,9094.179999999998
1957.0499999999997,36649.575000000004
756.2255555555555,18600.658888888887
7610.27,170335.56
1634.8200000000002,10140.500000000002
522.9207692307692,6340.086923076922
1402.526,7471.2660000000005
2674.0133333333333,51920.14000000002
1059.5449999999998,17942.998333333326
658.73,9106.574999999999
1052.5085714285715,27681.41714285715
1067.0514285714287,18713.221428571425
3525.2949999999996,83397.25999999998
563.9038461538461,10537.674615384618
1304.7,32821.555
1726.6475,26888.924999999996
971.8974999999999,25057.619999999995
875.2566666666667,1773.981666666667
1158.0942857142857,31718.28857142858
634.9363636363637,2189.411818181818
540.2214285714285,6567.848571428571
576.1392307692307,16974.082307692308
1599.9119999999998,26641.861999999994
688.149090909091,13707.366363636358
486.4742857142857,5787.1792857142855
