MaxBW,SumBW
3,9
1560.8375,1560.8375
1024.8428571428572,15708.092857142858
2487.4833333333336,41790.34333333334
6906.59,74133.35
7453.419999999999,39915.85
550.0641666666667,1991.3375
628.613846153846,20259.14384615384
1275.3999999999999,3790.73
3311.095,21989.229999999996
813.3866666666667,20395.274444444447
1225.17,21621.584999999995
787.3244444444445,27636.241111111136
940.57375,4680.648750000001
4645.05,15253.519999999999
3544.5499999999997,60235.27000000002
1719.2775,28864.694999999996
519.8378571428572,10033.70214285714
904.75875,23852.132500000007
1950.2325,40433.78999999999
400.24666666666667,1373.3966666666668
1884.465,17701.110000000004
475.14933333333335,7868.037999999998
2314.496666666667,27193.213333333333
920.415,4106.679999999999
898.3599999999999,7745.953333333332
585.595,12247.540000000006
503.746,10919.205999999998
3714.85,54984.455
534.732,17275.760666666672
1883.6699999999998,27920.614999999994
525.9646153846154,3995.5384615384614
2496.6033333333335,52614.206666666665
1024.9685714285715,16065.550000000003
1114.2316666666668,9296.813333333335
1149.3866666666668,11736.916666666668
811.1883333333333,1034.3316666666665
4005.3999999999996,4176.759999999999
573.2691666666667,10193.370833333336
7849.619999999999,132687.69999999995
1080.0742857142857,29003.708571428575
619.4627272727273,5311.521818181818
797.6788888888889,6471.947777777777
1414.402,34269.986000000004
814.5177777777777,10726.304444444446
722.8063636363637,15828.063636363633
465.4666666666666,6113.59733333333
700.3645454545455,14153.67181818182
854.0074999999999,14882.095
302.736,1640.5219999999997
611.6053846153847,17356.788461538457
1874.0199999999998,2013.2499999999998
453.4328571428572,1412.6471428571429
444.08142857142855,725.8971428571429
1849.0175,8420.6725
3693.475,52709.18000000001
540.7053846153846,1973.7746153846156
1274.175,41051.28333333334
520.5999999999999,5745.341538461538
1479.0020000000002,10384.376
134.00466666666665,134.00466666666665
