MaxBW,SumBW
1019.4671428571429,18573.631428571432
542.2463636363636,4225.885454545454
399.0753333333333,3385.9466666666667
877.421111111111,15609.802222222223
590.7583333333333,5724.700833333333
1302.0283333333334,33232.26666666667
459.97266666666667,7018.2119999999995
1107.3114285714285,16792.392857142862
649.8933333333333,18343.241666666665
770.5070000000001,7409.664999999999
563.9833333333333,1970.981666666667
2550.6833333333334,73884.69666666666
1715.535,34932.0925
657.2175000000001,18057.44
926.92,12141.154444444446
1867.87,24854.33
966.0649999999999,26931.86374999999
1837.7549999999999,15457.680000000002
416.1107142857143,1408.3135714285715
6588.47,48367.179999999986
798.7022222222222,22841.26
1077.85,22250.40142857143
2670.6200000000003,78069.9833333333
1544.432,11071.656
711.219090909091,18254.219999999998
8197.73,95360.77
1448.9959999999999,37870.63000000001
717.9110000000001,2318.592
115.24400000000001,260.90000000000003
526.2409090909091,5092.921818181817
1480.808,32341.17999999999
851.3299999999999,3503.75125
2539.4433333333336,55741.170000000006
1473.512,14808.663999999995
1352.9833333333336,14318.881666666666
2673.6600000000003,80453.76333333332
527.7333333333332,5892.779333333334
899.5250000000001,4317.916666666667
1068.8214285714287,24870.404285714285
501.8453333333333,6621.757333333332
575.6385714285714,8523.140000000003
7501.05,110413.05999999997
887.9444444444445,19907.564444444448
7935.299999999999,108547.53000000001
2609.5299999999997,10635.23
857.09375,4163.85
815.8944444444444,12056.98888888889
3589.555,42919.96
3383.8999999999996,57778.70499999999
1094.5914285714287,12527.244285714283
2561.57,73841.88000000003
847.535,4144.86
639.3109999999999,2039.91
2670.9733333333334,60466.40666666668
844.5622222222222,15104.877777777774
1009.6685714285715,27755.007142857143
7474.659999999999,126482.49999999997
1462.5020000000002,17646.398
501.8564285714286,13012.342142857147
932.8000000000001,3378.8842857142854
